x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,y
0.728,0,0.49797,2,-1.224,2,7,5,0,1,-0.14744,-0.21858,-0.077733,3,-1
-1.3276,0,0.070099,1,-0.047573,2,7,1,0,1,-0.14744,-0.21858,-0.077733,0,-1
-1.4799,0,3.3534,3,-0.43973,6,8,0,0,0,-0.14744,-0.21858,-1.3298,0,-1
0.728,1,0.71634,5,0.73674,0,5,2,0,1,-0.14744,-0.21858,-0.077733,0,-1
-0.56628,0,3.0106,7,-2.0084,0,7,2,0,1,-0.14744,-0.21858,0.17268,0,-1
1.1087,1,-0.95868,0,1.1289,0,5,2,0,1,-0.14744,-0.21858,-0.077733,0,-1
-1.0992,0,-0.15908,0,1.1289,0,0,2,0,1,-0.14744,-0.21858,0.75699,0,-1
0.80414,0,-0.90065,3,-0.43973,3,8,5,0,0,-0.14744,-0.21858,-0.077733,0,-1
-1.0231,0,0.94826,3,-0.43973,2,6,3,0,1,-0.14744,-0.21858,-0.4951,0,-1
1.4132,3,1.4018,0,1.1289,0,5,2,4,1,-0.14744,-0.21858,-0.077733,0,1
1.1087,0,-0.43002,3,-0.43973,0,7,2,0,1,-0.14744,-0.21858,-0.24468,0,-1
0.42347,0,-0.58152,10,1.5211,1,4,5,0,0,-0.14744,-0.21858,-0.077733,0,-1
0.19506,5,-0.83472,6,0.34458,0,1,2,0,1,-0.14744,-0.21858,-0.077733,0,-1
-0.71855,0,0.77302,6,0.34458,2,5,3,0,1,-0.14744,-0.21858,0.17268,0,-1
-1.0231,0,-1.4909,1,-0.047573,0,4,0,3,0,-0.14744,-0.21858,-0.077733,0,-1
0.65187,0,-1.3058,4,1.9132,0,5,0,0,0,-0.14744,4.4859,1.5917,14,1
0.88027,3,0.58485,0,1.1289,1,4,3,0,1,-0.14744,-0.21858,1.1744,0,1
0.65187,2,-0.75683,3,-0.43973,1,4,3,0,1,-0.14744,-0.21858,1.5917,0,-1
0.34733,0,0.4562,1,-0.047573,0,0,2,0,1,-0.14744,-0.21858,-0.077733,0,1
0.57574,0,0.25434,14,-2.7927,0,7,2,0,1,-0.14744,-0.21858,-0.077733,20,-1
-0.26174,0,-1.263,6,0.34458,0,2,2,0,1,-0.14744,-0.21858,-0.077733,3,-1
0.19506,0,-0.40152,3,-0.43973,0,8,2,0,1,-0.14744,-0.21858,0.59005,0,-1
-0.64241,0,-0.015597,3,-0.43973,0,7,2,0,1,0.52941,-0.21858,-0.077733,0,-1
-0.64241,0,-1.2333,0,1.1289,0,3,2,0,1,0.17755,-0.21858,-0.077733,0,-1
0.728,0,-0.38005,3,-0.43973,0,10,2,0,1,-0.14744,-0.21858,-0.077733,0,-1
0.2712,0,-0.69247,13,2.3054,0,5,2,0,1,-0.14744,-0.21858,0.33963,0,1
-0.71855,0,-0.79691,1,-0.047573,1,0,3,0,1,-0.14744,-0.21858,1.4248,0,-1
-0.18561,0,-0.32424,3,-0.43973,0,1,2,0,1,-0.14744,-0.21858,-0.077733,0,-1
-0.79468,0,-0.062647,1,-0.047573,1,8,3,0,0,-0.14744,-0.21858,-0.077733,0,-1
1.1087,0,-0.18881,3,-0.43973,0,8,0,0,0,-0.14744,-0.21858,-0.077733,0,1
0.80414,2,0.017862,1,-0.047573,0,4,2,0,1,-0.14744,-0.21858,0.75699,0,1
-1.4799,0,-0.83561,1,-0.047573,2,5,1,0,1,-0.14744,-0.21858,-0.74551,0,-1
-0.56628,0,1.1375,0,1.1289,3,3,1,4,0,-0.14744,-0.21858,-0.077733,0,-1
-0.71855,1,-0.26025,0,1.1289,0,3,2,0,1,-0.14744,-0.21858,2.4264,0,1
-1.1754,0,0.20713,1,-0.047573,2,7,3,0,1,-0.14744,-0.21858,-0.077733,0,-1
3.0882,0,-0.61569,1,-0.047573,0,5,4,0,1,-0.14744,-0.21858,-1.7472,0,-1
-0.87082,0,0.22836,3,-0.43973,2,2,1,0,1,-0.14744,-0.21858,-0.077733,20,-1
0.11893,0,-1.4915,5,0.73674,0,8,2,0,1,-0.14744,-0.21858,-0.077733,0,-1
-1.556,0,1.1343,2,-1.224,2,2,1,0,0,-0.14744,-0.21858,-1.5802,0,-1
-0.56628,4,-0.6045,8,-2.4005,0,9,2,0,1,-0.14744,-0.21858,-0.077733,0,-1
-1.556,0,2.4329,3,-0.43973,2,3,3,0,1,-0.14744,-0.21858,-0.91246,0,-1
1.0325,0,0.82081,0,1.1289,0,2,2,0,1,-0.14744,-0.21858,-0.077733,12,-1
0.57574,0,-1.3078,3,-0.43973,0,2,0,0,0,-0.14744,-0.21858,-0.077733,0,-1
1.5655,0,-0.28259,3,-0.43973,0,3,2,0,1,-0.14744,-0.21858,0.59005,0,-1
0.42347,0,1.4557,3,-0.43973,1,1,3,0,0,1.7893,-0.21858,-0.077733,0,1
1.1087,0,1.4809,3,-0.43973,1,3,1,0,0,-0.14744,-0.21858,-0.4951,0,-1
0.80414,4,0.74243,3,-0.43973,0,12,2,0,1,-0.14744,-0.21858,-0.077733,0,1
-0.41401,0,0.11601,10,1.5211,0,5,2,0,1,-0.14744,-0.21858,0.75699,0,-1
-0.64241,0,-1.2821,7,-2.0084,2,3,3,0,1,-0.14744,-0.21858,-0.077733,0,-1
0.34733,3,2.0924,13,2.3054,2,5,3,0,0,-0.14744,-0.21858,0.75699,0,1
1.4132,0,0.56963,6,0.34458,0,5,2,0,1,-0.14744,-0.21858,-0.077733,0,-1
-0.10947,0,0.9175,1,-0.047573,1,1,5,0,0,-0.14744,-0.21858,-0.077733,0,-1
-0.79468,0,0.21551,1,-0.047573,1,7,5,4,0,-0.14744,-0.21858,-1.3298,0,-1
-0.33788,4,0.34549,0,1.1289,0,12,2,0,1,-0.14744,-0.21858,-0.077733,0,1
-0.71855,4,-0.70238,1,-0.047573,2,6,3,0,1,-0.14744,-0.21858,0.75699,0,-1
0.728,1,0.014038,13,2.3054,0,5,2,0,1,-0.14744,4.4859,1.5917,0,1
-0.10947,0,0.122,1,-0.047573,0,3,2,0,1,-0.14744,-0.21858,0.59005,0,1
0.728,0,-0.17698,5,0.73674,1,4,5,0,0,-0.14744,-0.21858,-0.077733,2,-1
-0.49015,3,0.56425,3,-0.43973,2,2,1,4,1,-0.14744,-0.21858,-0.077733,0,-1
2.8598,0,-0.62093,10,1.5211,0,4,2,0,1,-0.14744,-0.21858,-0.077733,0,1
0.42347,0,0.08034,0,1.1289,0,4,2,0,1,1.8811,-0.21858,1.5917,0,1
0.65187,1,-0.38501,10,1.5211,2,5,3,0,0,-0.14744,-0.21858,0.75699,0,-1
-1.4038,0,-0.014139,1,-0.047573,2,0,1,0,0,-0.14744,-0.21858,-0.077733,0,-1
-0.71855,0,-0.81741,3,-0.43973,2,1,3,0,1,-0.14744,-0.21858,-0.077733,0,-1
-0.49015,2,1.2102,3,-0.43973,0,1,2,0,1,0.89059,-0.21858,-0.077733,0,1
-0.64241,0,0.048339,2,-1.224,2,6,1,0,1,-0.14744,-0.21858,-0.077733,0,-1
-0.56628,4,-0.0050054,3,-0.43973,2,8,3,0,0,-0.14744,-0.21858,-0.077733,0,-1
0.2712,0,-0.61619,3,-0.43973,0,6,2,0,1,-0.14744,-0.21858,-0.077733,0,-1
-1.0992,0,2.296,0,1.1289,2,3,4,0,1,-0.14744,-0.21858,-0.077733,0,-1
-0.033339,0,-1.1781,4,1.9132,0,5,2,0,1,-0.14744,-0.21858,-0.077733,0,1
1.3371,1,1.3801,3,-0.43973,0,2,2,0,1,-0.14744,4.4488,0.75699,4,1
-0.79468,0,1.7801,1,-0.047573,0,3,0,0,0,0.40128,-0.21858,-1.3298,0,-1
-0.18561,0,-0.82279,3,-0.43973,2,7,1,0,0,-0.14744,-0.21858,-0.077733,0,-1
1.1087,0,-0.89109,7,-2.0084,0,6,2,0,1,-0.14744,-0.21858,0.75699,0,-1
1.3371,2,1.0723,1,-0.047573,0,3,2,0,1,-0.14744,-0.21858,0.75699,0,-1
0.80414,4,0.071717,6,0.34458,0,1,2,4,1,-0.14744,-0.21858,-0.077733,0,1
1.2609,0,0.54668,1,-0.047573,0,3,2,0,1,-0.14744,-0.21858,1.2578,0,-1
-1.2515,0,-0.82498,3,-0.43973,2,1,3,0,1,-0.14744,-0.21858,0.0057397,0,-1
-1.3276,0,0.095796,1,-0.047573,2,2,1,0,0,-0.14744,-0.21858,-0.077733,0,-1
0.11893,0,-0.67145,0,1.1289,0,4,2,0,1,-0.14744,-0.21858,1.5917,0,-1
-0.64241,0,-1.0662,0,1.1289,2,4,1,4,1,-0.14744,-0.21858,-0.077733,5,-1
-0.71855,5,0.74011,0,1.1289,0,5,2,0,1,-0.14744,-0.21858,0.75699,0,1
-1.4799,0,1.0583,1,-0.047573,2,2,1,4,1,-0.14744,-0.21858,-0.4951,0,-1
0.65187,0,0.92789,0,1.1289,0,4,0,0,0,-0.14744,-0.21858,-0.077733,0,1
-1.4038,0,-0.73918,1,-0.047573,2,8,1,0,0,-0.14744,4.0332,-1.0794,0,-1
-0.56628,0,-0.70852,5,0.73674,0,8,2,0,1,-0.14744,-0.21858,-0.077733,0,1
0.042795,0,1.6653,1,-0.047573,1,1,3,0,1,-0.14744,-0.21858,-0.077733,0,-1
-0.79468,0,-1.1374,5,0.73674,2,3,3,0,0,-0.14744,-0.21858,1.5917,0,-1
-1.0992,0,-1.3863,3,-0.43973,2,2,3,0,0,-0.14744,4.1396,-0.077733,0,-1
-0.033339,1,-0.65127,3,-0.43973,0,1,2,0,1,0.44475,-0.21858,-0.4951,0,-1
-0.10947,0,0.60962,0,1.1289,0,3,2,0,1,-0.14744,-0.21858,0.75699,0,-1
0.57574,0,-0.41266,5,0.73674,1,0,3,4,0,-0.14744,-0.21858,-0.41162,0,-1
-0.033339,3,-0.60444,10,1.5211,0,5,2,0,1,-0.14744,-0.21858,-0.077733,13,1
0.34733,1,-1.2576,3,-0.43973,0,1,2,0,1,-0.14744,-0.21858,1.5917,0,-1
-0.87082,0,-0.2524,6,0.34458,0,8,0,0,0,-0.14744,-0.21858,-0.4951,0,-1
-1.4038,0,-1.4716,1,-0.047573,2,3,1,0,1,-0.14744,-0.21858,-1.7472,0,-1
0.80414,0,-1.0205,1,-0.047573,0,1,2,1,1,-0.14744,-0.21858,-0.077733,0,1
1.7178,2,-1.1659,3,-0.43973,0,1,2,0,1,-0.14744,-0.21858,-0.077733,0,-1
-0.87082,0,0.40688,1,-0.047573,2,3,1,0,0,-0.14744,-0.21858,-0.077733,0,-1
-1.4799,0,1.2028,1,-0.047573,2,2,1,0,1,-0.14744,-0.21858,-0.91246,20,-1
0.4996,0,0.064269,6,0.34458,2,5,3,0,0,-0.14744,3.6498,-0.077733,0,1
2.403,0,-0.79901,1,-0.047573,2,0,4,0,1,-0.14744,-0.21858,-0.077733,0,-1
-0.56628,0,-0.037669,3,-0.43973,2,10,5,4,0,-0.14744,-0.21858,-0.91246,0,-1
-1.2515,0,-0.13648,1,-0.047573,0,2,2,0,1,-0.14744,-0.21858,-1.4133,0,-1
-0.18561,0,-0.7714,3,-0.43973,4,2,5,0,0,-0.14744,-0.21858,-1.4133,0,-1
1.9462,0,-0.081037,2,-1.224,0,1,2,0,1,-0.14744,5.171,-0.077733,0,-1
0.65187,4,-0.035823,1,-0.047573,1,8,5,0,0,-0.14744,-0.21858,-0.24468,20,-1
-0.33788,0,0.079403,3,-0.43973,2,8,3,0,0,-0.14744,-0.21858,-0.077733,0,-1
-0.41401,0,-0.25357,0,1.1289,2,4,4,1,0,-0.14744,-0.21858,-0.077733,15,-1
-1.3276,0,1.0067,3,-0.43973,2,1,1,0,1,-0.14744,-0.21858,-0.4951,0,-1
0.728,0,-0.019676,3,-0.43973,0,1,2,0,1,-0.14744,-0.21858,0.4231,0,-1
-1.1754,0,0.23424,0,1.1289,2,6,3,0,1,-0.14744,-0.21858,-0.077733,0,-1
2.4791,1,2.8814,1,-0.047573,3,3,5,4,1,-0.14744,4.2731,-3.2497,0,-1
-0.71855,0,0.01648,3,-0.43973,1,1,3,0,1,-0.14744,-0.21858,1.5917,0,-1
0.2712,0,0.36594,0,1.1289,3,2,4,4,1,-0.14744,-0.21858,0.75699,0,-1
-1.0231,0,0.5959,3,-0.43973,2,2,5,0,0,-0.14744,-0.21858,-0.077733,0,-1
0.42347,2,-1.0546,10,1.5211,1,4,5,1,0,-0.14744,-0.21858,-0.077733,0,-1
-0.79468,0,-0.95951,3,-0.43973,2,4,3,1,0,-0.14744,-0.21858,-0.077733,2,-1
0.4996,1,0.10682,10,1.5211,0,3,2,0,1,-0.14744,-0.21858,-0.077733,0,1
-0.18561,0,0.16434,1,-0.047573,1,2,5,0,0,-0.14744,-0.21858,-0.077733,20,-1
0.042795,3,0.43246,5,0.73674,2,4,3,0,1,-0.14744,-0.21858,0.089212,0,-1
0.57574,5,-0.82502,10,1.5211,4,12,5,0,1,-0.14744,-0.21858,-0.077733,0,-1
-1.556,0,-1.5519,2,-1.224,2,6,1,0,1,-0.14744,-0.21858,-2.0811,0,-1
2.0984,4,-1.2775,6,0.34458,4,5,3,0,0,-0.14744,-0.21858,-1.7472,0,-1
-0.87082,0,-0.61372,3,-0.43973,2,2,3,0,1,-0.14744,4.6788,-0.077733,0,-1
-0.79468,5,-0.13695,3,-0.43973,0,12,2,0,1,-0.14744,-0.21858,-0.077733,0,-1
0.95641,0,-0.88717,1,-0.047573,0,3,2,0,1,-0.14744,4.6714,-0.077733,0,1
-0.87082,0,2.2549,0,1.1289,2,1,3,0,1,-0.14744,-0.21858,0.75699,0,-1
-0.79468,5,-0.38021,0,1.1289,0,5,2,0,1,-0.14744,-0.21858,-0.077733,0,1
-0.87082,0,0.60595,3,-0.43973,5,3,5,0,0,-0.14744,-0.21858,-1.3298,0,-1
-1.3276,0,1.1657,3,-0.43973,2,1,1,4,1,-0.14744,-0.21858,-0.077733,0,-1
-0.33788,0,2.7825,3,-0.43973,2,6,3,4,1,-0.14744,-0.21858,-0.077733,0,-1
-1.556,0,-0.055501,3,-0.43973,2,2,1,0,1,-0.14744,-0.21858,-2.415,0,-1
-0.41401,0,-1.4436,0,1.1289,0,5,2,0,1,-0.14744,-0.21858,2.0091,0,-1
0.42347,4,-0.079977,1,-0.047573,0,4,2,4,1,-0.14744,-0.21858,-0.24468,0,1
0.34733,0,-0.7119,1,-0.047573,1,8,3,0,0,-0.14744,-0.21858,-0.077733,0,-1
-0.64241,0,4.2019,1,-0.047573,2,1,3,4,1,-0.14744,-0.21858,0.33963,0,-1
0.11893,0,0.91409,8,-2.4005,0,7,2,0,1,-0.14744,-0.21858,-0.077733,20,1
-0.10947,3,-1.5214,1,-0.047573,0,8,2,0,1,-0.14744,-0.21858,0.089212,0,1
-0.33788,0,1.0812,3,-0.43973,0,8,2,4,1,-0.14744,-0.21858,-0.077733,0,-1
0.19506,1,-0.44168,0,1.1289,1,4,3,0,0,-0.14744,-0.21858,-0.077733,0,-1
-0.56628,0,-0.85058,10,1.5211,0,5,0,0,0,-0.14744,-0.21858,0.75699,0,-1
1.4893,5,-0.75934,13,2.3054,0,5,2,0,1,-0.14744,-0.21858,-3.3332,0,1
-0.033339,0,-0.32722,1,-0.047573,1,7,3,4,0,-0.14744,-0.21858,-1.0794,0,-1
-1.0992,0,-0.2861,1,-0.047573,0,7,2,0,1,-0.14744,-0.21858,-0.077733,0,-1
0.19506,4,3.1624,0,1.1289,0,1,2,4,1,-0.14744,-0.21858,-0.077733,0,-1
0.65187,0,-0.65171,1,-0.047573,0,0,2,0,1,-0.14744,-0.21858,0.33963,0,-1
0.19506,3,-0.55875,0,1.1289,0,0,2,0,1,-0.14744,-0.21858,-1.4133,0,-1
-1.1754,0,0.071869,14,-2.7927,0,10,4,0,1,-0.14744,-0.21858,-0.077733,20,-1
-0.18561,0,-0.85582,1,-0.047573,1,1,3,0,1,-0.14744,-0.21858,-0.077733,0,-1
0.11893,3,-1.2588,10,1.5211,2,4,3,0,0,1.7542,-0.21858,1.1744,0,1
-0.26174,0,-0.48084,10,1.5211,0,5,4,0,1,0.83793,-0.21858,-0.077733,0,1
-1.0992,1,-1.4848,3,-0.43973,2,3,3,0,1,-0.14744,-0.21858,-0.077733,0,-1
-0.94695,0,1.9642,10,1.5211,2,5,3,0,0,-0.14744,4.4216,-0.077733,0,-1
0.95641,0,0.65809,0,1.1289,0,4,2,0,1,-0.14744,-0.21858,0.75699,0,1
0.2712,4,0.61544,1,-0.047573,2,5,3,0,0,-0.14744,3.0958,-0.077733,0,-1
-0.10947,5,-1.3401,3,-0.43973,1,8,5,0,0,-0.14744,-0.21858,-0.4951,0,-1
-1.556,0,-0.46974,2,-1.224,2,3,1,0,0,-0.14744,-0.21858,-0.077733,0,-1
-0.18561,0,-0.57771,0,1.1289,0,2,2,4,1,0.83793,-0.21858,-0.41162,0,1
-0.26174,0,-1.4531,3,-0.43973,1,1,3,0,1,-0.14744,-0.21858,1.5917,0,-1
1.4893,2,0.19658,3,-0.43973,0,3,0,0,0,1.8811,-0.21858,-0.4951,0,1
-1.6322,0,-1.1777,2,-1.224,2,3,1,0,0,-0.14744,-0.21858,-2.415,0,-1
0.42347,4,-0.27307,3,-0.43973,0,10,2,4,1,-0.14744,-0.21858,-0.077733,0,-1
-0.10947,0,0.17571,3,-0.43973,0,1,2,0,1,-0.14744,-0.21858,-0.077733,0,1
-0.26174,0,-0.34077,1,-0.047573,2,3,3,2,0,-0.14744,-0.21858,-0.077733,0,-1
1.6416,0,-0.98415,3,-0.43973,0,1,2,1,1,-0.14744,-0.21858,-0.077733,0,-1
1.1848,2,-0.60932,8,-2.4005,0,7,2,0,1,-0.14744,-0.21858,-0.077733,0,1
-0.10947,0,4.2225,0,1.1289,2,4,3,4,1,-0.14744,-0.21858,1.5917,0,1
0.88027,0,1.1692,5,0.73674,1,3,3,0,0,-0.14744,-0.21858,-0.077733,0,-1
-0.033339,0,-0.068004,0,1.1289,0,3,2,0,1,-0.14744,-0.21858,0.75699,17,-1
0.4996,0,-0.7606,0,1.1289,0,5,2,0,1,-0.14744,-0.21858,1.1744,0,-1
-1.0231,0,0.61721,12,-1.6162,2,1,3,0,1,-0.14744,-0.21858,-0.077733,0,-1
-0.56628,0,0.076346,1,-0.047573,0,6,2,0,1,-0.14744,-0.21858,-0.077733,0,-1
3.9257,0,-1.3066,3,-0.43973,2,2,3,4,1,-0.14744,5.2378,-0.077733,0,-1
1.1848,0,-0.12411,3,-0.43973,0,8,2,4,1,-0.14744,-0.21858,-1.7472,0,-1
1.1087,4,-0.4679,15,-3.577,2,7,3,0,0,-0.14744,-0.21858,-0.4951,0,-1
-1.556,0,0.50656,3,-0.43973,2,3,1,0,0,-0.14744,-0.21858,-0.077733,0,-1
2.0984,1,-0.20924,3,-0.43973,0,9,2,0,1,0.0428,-0.21858,0.75699,0,-1
2.7836,0,1.1776,6,0.34458,4,8,3,0,0,-0.14744,-0.21858,-1.7472,29,-1
2.0223,0,-0.12302,3,-0.43973,1,8,3,0,0,-0.14744,-0.21858,-0.077733,0,-1
-0.26174,0,3.3013,2,-1.224,3,10,3,4,1,0.34862,-0.21858,-0.077733,0,-1
0.19506,0,-0.56208,3,-0.43973,1,3,5,4,0,-0.14744,-0.21858,-0.24468,0,-1
-1.0231,0,-0.28453,1,-0.047573,2,8,3,0,1,-0.14744,-0.21858,0.089212,0,-1
-0.41401,0,-0.74599,1,-0.047573,1,1,4,3,0,-0.14744,-0.21858,-0.077733,0,-1
-0.79468,0,-1.0703,4,1.9132,2,5,3,0,1,-0.14744,-0.21858,1.1744,0,1
1.5655,5,0.74684,3,-0.43973,0,2,2,0,1,-0.14744,-0.21858,-0.077733,0,-1
0.11893,5,-0.18238,1,-0.047573,2,8,3,0,0,-0.14744,-0.21858,-0.24468,0,-1
0.19506,0,-0.091392,0,1.1289,0,4,2,0,1,-0.14744,-0.21858,0.75699,13,1
-0.033339,4,-0.7072,10,1.5211,0,4,2,0,1,-0.14744,-0.21858,2.4264,0,1
-1.1754,0,-0.70358,3,-0.43973,2,10,1,0,1,-0.14744,-0.21858,-0.077733,0,-1
0.11893,0,1.4964,0,1.1289,0,5,2,0,1,-0.14744,-0.21858,-0.077733,0,1
0.19506,1,0.058751,3,-0.43973,0,2,0,0,0,-0.14744,-0.21858,-1.7472,0,-1
-1.0992,5,0.79611,5,0.73674,0,12,2,0,1,-0.14744,-0.21858,0.75699,0,-1
-0.033339,0,-0.097544,1,-0.047573,1,1,3,0,1,-0.14744,4.0876,-0.077733,0,-1
1.4893,0,0.44298,3,-0.43973,0,8,2,0,1,-0.14744,-0.21858,0.33963,0,1
-0.49015,0,-0.055633,3,-0.43973,2,2,3,0,0,-0.14744,-0.21858,-0.57857,0,-1
0.11893,0,0.16833,5,0.73674,0,0,2,0,1,-0.14744,4.6714,1.5917,0,1
0.19506,0,-0.72909,4,1.9132,0,5,0,0,0,-0.14744,-0.21858,-0.077733,0,1
0.2712,0,1.9023,0,1.1289,0,8,0,4,0,-0.14744,-0.21858,-0.077733,0,-1
1.5655,4,-0.17478,12,-1.6162,4,2,5,4,0,-0.14744,-0.21858,-0.91246,0,-1
-1.4799,4,-1.5372,1,-0.047573,2,8,1,0,1,-0.14744,-0.21858,-0.077733,0,-1
1.4893,0,0.65517,1,-0.047573,2,10,3,0,1,-0.14744,-0.21858,-1.7472,0,-1
0.2712,1,1.0719,3,-0.43973,0,9,2,1,1,-0.14744,-0.21858,-0.077733,1,1
-1.4038,0,-0.68152,3,-0.43973,2,2,1,0,0,-0.14744,-0.21858,-0.077733,0,-1
-0.49015,0,-0.16294,3,-0.43973,3,2,3,0,0,-0.14744,-0.21858,-0.91246,0,-1
0.4996,0,-0.02014,6,0.34458,4,4,3,0,0,-0.14744,-0.21858,0.33963,0,-1
0.88027,0,0.13936,8,-2.4005,1,1,3,0,1,-0.14744,-0.21858,-0.077733,0,-1
-0.18561,0,-0.37625,0,1.1289,1,5,1,0,0,-0.14744,-0.21858,-0.077733,0,-1
0.4996,0,-0.86795,3,-0.43973,0,3,2,0,1,-0.14744,-0.21858,1.5917,0,-1
-1.6322,0,0.53121,2,-1.224,2,2,1,0,1,-0.14744,-0.21858,-2.415,0,-1
1.5655,0,-0.41438,1,-0.047573,0,3,2,0,1,0.40128,-0.21858,-0.077733,0,-1
-0.94695,0,1.7844,2,-1.224,0,1,2,0,1,-0.14744,-0.21858,-0.077733,0,-1
-0.10947,2,0.6389,1,-0.047573,0,4,2,1,1,-0.14744,-0.21858,2.8438,34,1
1.9462,0,-1.596,3,-0.43973,0,4,2,0,1,-0.14744,-0.21858,-0.077733,0,1
-0.41401,0,-0.04083,0,1.1289,2,5,3,0,0,-0.14744,-0.21858,0.33963,0,-1
-0.41401,0,0.30677,3,-0.43973,0,1,0,0,0,-0.14744,-0.21858,-0.077733,0,1
1.7178,0,-1.1351,3,-0.43973,0,4,2,0,1,-0.14744,-0.21858,-0.077733,0,1
-1.6322,0,0.013877,7,-2.0084,2,2,1,0,1,-0.0049968,-0.21858,-1.4133,0,-1
0.88027,1,-1.5063,10,1.5211,0,9,2,0,1,0.17755,-0.21858,4.7637,0,-1
-0.87082,4,0.18282,10,1.5211,2,5,1,0,1,-0.14744,-0.21858,-0.4951,0,-1
-0.64241,0,-1.1303,3,-0.43973,1,5,1,0,0,-0.14744,-0.21858,-0.077733,0,-1
0.34733,0,2.7277,3,-0.43973,0,6,2,4,1,-0.14744,-0.21858,-0.077733,0,-1
0.42347,0,-0.1786,1,-0.047573,0,1,2,0,1,0.83793,-0.21858,-0.077733,0,1
-0.26174,0,0.0035983,1,-0.047573,2,4,3,0,0,-0.14744,-0.21858,-0.077733,0,-1
-1.0231,0,0.037795,1,-0.047573,2,0,1,0,0,-0.14744,-0.21858,-0.077733,0,-1
-1.0992,0,0.8488,1,-0.047573,0,7,0,0,0,0.83793,-0.21858,0.59005,0,1
-1.2515,0,-1.4659,0,1.1289,2,5,3,0,0,-0.14744,-0.21858,-2.1645,5,-1
0.2712,4,-0.87178,1,-0.047573,0,1,2,0,1,0.55169,-0.21858,-0.077733,0,1
-0.33788,0,-0.13611,5,0.73674,1,3,5,4,0,-0.14744,-0.21858,0.33963,0,-1
