x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,y
1.2878,2,-0.54633,3,-0.43488,4,4,3,0,0,-0.14543,-0.21916,0.75011,0,-1
-1.5521,0,-1.2799,1,-0.044064,2,2,1,0,1,-0.14543,-0.21916,-1.7369,0,-1
0.017314,0,0.85782,3,-0.43488,1,6,1,4,1,-0.14543,-0.21916,-0.078886,0,-1
-1.3279,0,0.23465,1,-0.044064,2,2,1,0,0,-0.14543,4.0168,-1.4053,0,-1
-1.2532,0,-1.2825,3,-0.43488,2,2,3,0,1,1.6829,-0.21916,1.5791,0,1
-0.057421,0,0.28244,7,-1.9982,5,4,3,0,1,-0.14543,-0.21916,1.0817,20,-1
-1.3279,0,-0.74743,1,-0.044064,2,8,1,0,0,-0.14543,-0.21916,-0.078886,0,-1
1.8109,0,-0.41312,3,-0.43488,0,1,2,0,1,-0.14543,-0.21916,-0.078886,0,-1
-0.35636,4,1.8223,0,1.1284,0,4,2,0,1,0.25739,-0.21916,0.75011,0,1
0.24152,2,-0.17891,3,-0.43488,0,4,2,0,1,0.52676,-0.21916,0.75011,0,1
-0.43109,0,0.75831,3,-0.43488,0,6,2,0,1,-0.14543,-0.21916,-0.078886,0,-1
-0.6553,0,-0.83777,0,1.1284,2,4,3,0,0,-0.14543,-0.21916,0.75011,0,-1
0.017314,0,-0.67403,1,-0.044064,1,3,3,0,1,-0.14543,-0.21916,-0.078886,0,-1
-0.95424,0,-1.4999,10,1.5192,2,4,3,0,0,-0.14543,-0.21916,-0.078886,0,-1
-0.43109,0,0.86889,3,-0.43488,2,7,1,0,0,-0.14543,-0.21916,-0.078886,0,-1
0.61519,4,-0.16863,3,-0.43488,1,8,3,0,0,-0.14543,-0.21916,-0.078886,0,-1
0.16678,2,2.4217,5,0.73757,0,1,2,0,1,1.8049,-0.21916,1.5791,0,1
-1.4774,0,-0.79682,1,-0.044064,2,2,1,0,1,-0.14543,-0.21916,-1.7369,0,-1
0.54046,0,-0.18253,3,-0.43488,3,10,3,0,1,-0.14543,-0.21916,-0.078886,0,-1
0.31625,0,-0.82384,3,-0.43488,0,3,2,0,1,-0.14543,-0.21916,0.58431,0,-1
1.2131,0,1.2713,1,-0.044064,0,4,2,0,1,1.8049,-0.21916,0.33561,0,1
0.54046,0,-0.1325,6,0.34675,0,0,2,0,1,-0.14543,-0.21916,-0.078886,0,-1
-0.6553,0,0.37892,3,-0.43488,0,7,2,0,1,-0.14543,-0.21916,-0.078886,20,-1
-1.3279,0,1.8873,1,-0.044064,3,6,3,0,0,-0.14543,-0.21916,-0.078886,0,-1
0.54046,0,0.75195,1,-0.044064,0,1,2,3,1,-0.14543,-0.21916,-0.078886,24,-1
0.16678,0,-1.0851,3,-0.43488,0,7,2,0,1,-0.14543,-0.21916,0.75011,0,-1
2.2594,2,-0.14427,3,-0.43488,0,3,2,0,1,-0.14543,-0.21916,-0.90788,0,-1
0.8394,0,1.1633,3,-0.43488,0,10,2,0,1,-0.14543,-0.21916,-0.078886,0,-1
-1.4026,0,-1.1131,1,-0.044064,2,8,3,0,0,-0.14543,-0.21916,-0.078886,0,-1
0.46572,2,-1.161,1,-0.044064,0,7,2,0,1,-0.14543,-0.21916,0.75011,0,-1
-1.1784,0,0.22835,0,1.1284,2,4,3,0,1,-0.14543,-0.21916,-0.078886,0,-1
-1.1037,0,-1.0081,1,-0.044064,3,2,3,0,1,-0.14543,4.3983,-0.078886,0,-1
-0.58056,1,-0.71831,1,-0.044064,0,1,2,0,1,-0.14543,-0.21916,0.75011,0,-1
0.31625,0,-0.18117,3,-0.43488,3,7,3,0,0,-0.14543,-0.21916,0.25271,0,-1
-1.4026,3,0.52145,2,-1.2165,2,2,1,0,0,-0.14543,-0.21916,-2.5659,0,-1
1.2131,0,-0.27444,3,-0.43488,0,3,2,0,1,-0.14543,-0.21916,1.2475,0,1
-1.1037,3,0.37028,1,-0.044064,2,13,3,0,1,-0.14543,-0.21916,-0.078886,0,-1
1.512,0,0.97836,0,1.1284,2,4,3,0,0,-0.14543,-0.21916,-1.3224,0,-1
0.76466,3,-1.0621,8,-2.389,2,2,3,4,1,-0.14543,-0.21916,-1.7369,0,-1
-0.43109,0,-0.12504,10,1.5192,0,5,0,0,0,0.52676,-0.21916,-2.5659,0,1
1.512,3,-0.85814,0,1.1284,1,8,3,0,1,-0.14543,-0.21916,-0.078886,0,-1
-0.35636,0,0.08649,10,1.5192,2,2,3,2,1,-0.14543,-0.21916,-0.078886,0,-1
-1.4026,0,2.7428,3,-0.43488,2,6,1,0,1,-0.14543,-0.21916,-0.078886,0,-1
-1.029,0,0.43177,0,1.1284,2,4,1,0,0,-0.14543,-0.21916,-0.078886,0,-1
0.76466,0,-0.23424,12,-1.6073,0,9,2,0,1,-0.14543,-0.21916,-0.078886,0,-1
1.512,0,0.78086,3,-0.43488,0,10,2,0,1,-0.14543,-0.21916,-0.078886,0,1
-1.4026,0,-0.18858,3,-0.43488,2,8,3,0,0,-0.14543,-0.21916,-0.078886,0,-1
-0.43109,0,0.11906,1,-0.044064,2,8,5,4,0,-0.14543,-0.21916,-0.49338,0,-1
-1.2532,0,0.21441,1,-0.044064,2,10,1,4,1,-0.14543,-0.21916,-0.16179,0,-1
1.4373,1,1.06,7,-1.9982,4,2,3,0,0,-0.14543,-0.21916,-0.078886,0,-1
0.98886,4,-0.32555,3,-0.43488,4,8,5,0,0,-0.14543,-0.21916,-1.0737,0,-1
-0.20689,0,-1.0774,12,-1.6073,3,7,3,0,0,-0.14543,-0.21916,-0.078886,0,-1
0.16678,4,0.11271,3,-0.43488,0,12,2,0,1,-0.14543,-0.21916,-0.078886,0,-1
-0.80477,0,-0.33499,3,-0.43488,2,10,1,0,1,0.1917,-0.21916,-0.078886,0,-1
-1.4774,0,0.94315,1,-0.044064,2,6,1,4,1,-0.14543,-0.21916,-2.0685,0,-1
-1.5521,0,0.26343,3,-0.43488,2,2,3,0,0,-0.14543,-0.21916,-1.0737,0,-1
-1.5521,0,-0.10033,3,-0.43488,2,7,1,0,0,-0.14543,-0.21916,0.58431,0,-1
-0.80477,0,-0.37866,1,-0.044064,0,1,2,0,1,-0.14543,-0.21916,-0.078886,0,-1
-0.73003,0,1.398,6,0.34675,0,4,2,0,1,-0.14543,-0.21916,-0.078886,0,1
0.092049,0,-0.81499,1,-0.044064,0,6,2,0,1,-0.14543,-0.21916,-0.078886,0,-1
-0.95424,0,0.16195,3,-0.43488,2,6,5,0,1,-0.14543,-0.21916,-0.078886,0,-1
0.54046,0,-0.87907,3,-0.43488,0,1,2,0,1,-0.14543,-0.21916,-0.078886,0,-1
-1.1784,0,0.10747,2,-1.2165,2,2,3,0,0,-0.14543,-0.21916,-1.4053,0,-1
0.39099,0,-0.090871,3,-0.43488,5,8,5,0,0,-0.14543,-0.21916,-0.078886,0,-1
0.31625,0,-0.09232,0,1.1284,1,3,5,0,0,-0.14543,-0.21916,-0.078886,0,1
-0.58056,4,0.08667,0,1.1284,1,5,5,0,0,-0.14543,-0.21916,1.5791,0,-1
-1.5521,0,0.28064,1,-0.044064,2,3,1,0,0,-0.14543,-0.21916,-1.3224,0,-1
-1.4774,0,0.55971,1,-0.044064,2,12,1,0,1,-0.14543,-0.21916,-0.90788,0,-1
0.16678,0,-0.7469,1,-0.044064,1,0,3,0,0,-0.14543,-0.21916,-0.078886,0,-1
0.16678,0,-0.081393,3,-0.43488,1,6,5,0,0,-0.14543,-0.21916,-0.078886,0,-1
2.2594,0,-0.055157,3,-0.43488,1,8,3,0,0,-0.14543,-0.21916,-1.3224,0,-1
0.68993,3,-1.3885,13,2.3009,0,5,0,0,0,-0.14543,-0.21916,-0.078886,0,1
-0.80477,0,-0.5189,3,-0.43488,2,5,1,0,1,-0.14543,-0.21916,-0.078886,0,-1
-0.8795,1,-0.70235,3,-0.43488,0,1,2,0,1,-0.14543,-0.21916,1.5791,22,1
0.16678,0,0.47038,10,1.5192,0,5,2,0,1,-0.14543,5.725,0.75011,0,1
0.16678,0,2.2611,1,-0.044064,0,8,2,0,1,-0.14543,-0.21916,-0.078886,0,-1
-1.1037,0,0.55134,3,-0.43488,2,1,5,4,0,-0.14543,-0.21916,-0.078886,0,-1
0.24152,2,-0.84101,13,2.3009,0,5,2,0,1,-0.14543,-0.21916,0.0040129,0,1
1.3625,0,0.51945,3,-0.43488,0,1,2,4,1,-0.14543,-0.21916,0.58431,0,-1
-0.6553,0,-0.44213,5,0.73757,2,5,3,0,0,-0.14543,-0.21916,-0.078886,0,-1
-0.20689,0,-0.063943,3,-0.43488,0,3,2,0,1,-0.14543,-0.21916,1.5791,0,1
0.76466,0,-0.17505,8,-2.389,0,7,2,4,1,-0.14543,-0.21916,-0.078886,0,-1
-0.43109,0,-0.41864,3,-0.43488,0,7,0,0,0,-0.14543,-0.21916,-0.49338,0,-1
-1.1784,0,1.1049,12,-1.6073,0,9,2,0,1,-0.14543,-0.21916,-0.078886,0,-1
0.54046,0,-1.0017,10,1.5192,0,5,2,0,1,-0.14543,-0.21916,-0.078886,0,-1
-1.5521,0,0.68647,1,-0.044064,2,8,1,1,0,-0.14543,-0.21916,-1.5711,5,-1
0.092049,0,-0.31856,3,-0.43488,0,4,2,0,1,0.8526,-0.21916,1.1646,0,1
0.31625,2,0.23564,3,-0.43488,0,4,2,0,1,-0.14543,4.4254,0.33561,0,1
-0.35636,0,-0.28702,10,1.5192,2,5,1,0,0,-0.14543,-0.21916,-0.90788,0,-1
0.61519,1,-0.13844,3,-0.43488,4,4,3,0,0,-0.14543,-0.21916,-0.90788,0,-1
0.39099,0,-1.5428,6,0.34675,4,4,5,0,0,-0.14543,-0.21916,-0.90788,0,-1
-0.43109,0,-0.11257,3,-0.43488,0,3,2,0,1,-0.14543,-0.21916,-0.078886,0,1
1.2131,0,-0.61398,0,1.1284,0,4,2,0,1,1.8049,-0.21916,0.75011,0,1
-1.4774,0,2.5292,3,-0.43488,2,3,3,0,1,0.23194,-0.21916,-0.90788,0,-1
-0.80477,0,0.25553,1,-0.044064,2,2,3,4,1,-0.14543,-0.21916,-2.2343,0,-1
-0.8795,0,0.30246,2,-1.2165,0,2,0,4,0,-0.14543,-0.21916,-0.74208,0,-1
0.8394,0,-0.71062,8,-2.389,0,7,2,0,1,-0.14543,-0.21916,-1.7369,0,-1
-1.2532,0,1.1917,2,-1.2165,2,1,5,0,1,-0.14543,-0.21916,-0.078886,0,-1
0.092049,5,-1.1527,0,1.1284,0,8,2,0,1,-0.14543,4.4254,0.33561,0,1
-1.029,0,-0.6013,1,-0.044064,2,8,1,0,0,-0.14543,-0.21916,-0.078886,0,-1
-0.95424,4,-0.82708,3,-0.43488,2,1,3,0,1,-0.14543,-0.21916,-0.078886,0,-1
-1.2532,0,3.2913,0,1.1284,2,3,3,0,1,-0.14543,-0.21916,-1.3224,0,-1
0.24152,0,-0.7185,1,-0.044064,2,6,5,4,0,-0.14543,1.3192,-0.078886,0,-1
-0.057421,2,-0.91267,0,1.1284,1,4,3,0,1,-0.14543,-0.21916,-0.078886,0,-1
1.2131,0,-1.3876,2,-1.2165,0,2,2,0,1,-0.14543,-0.21916,-0.90788,0,-1
-0.50583,0,-0.49894,3,-0.43488,0,3,2,0,1,-0.14543,-0.21916,-0.078886,0,-1
-1.2532,0,1.8867,3,-0.43488,0,1,2,0,1,-0.14543,-0.21916,0.33561,0,-1
-0.73003,0,-0.44849,0,1.1284,2,3,1,0,1,-0.14543,-0.21916,-0.078886,0,-1
0.54046,5,-1.2572,10,1.5192,0,4,2,0,1,-0.14543,-0.21916,0.33561,0,1
-0.58056,0,-0.31362,1,-0.044064,0,4,2,0,1,-0.14543,-0.21916,-0.078886,0,1
1.4373,1,-0.28969,13,2.3009,0,5,2,0,1,-0.14543,-0.21916,-2.0685,0,1
0.24152,0,0.012249,3,-0.43488,0,1,2,0,1,-0.14543,-0.21916,0.33561,0,-1
-1.5521,0,-1.3988,3,-0.43488,2,6,5,0,1,-0.14543,-0.21916,-1.3224,0,-1
1.4373,4,-0.49583,3,-0.43488,1,4,3,0,1,-0.14543,-0.21916,-0.65918,0,-1
1.1383,0,0.44066,3,-0.43488,0,5,2,0,1,-0.14543,4.4254,-0.078886,0,1
-0.35636,0,0.0013505,10,1.5192,2,5,3,0,1,-0.14543,-0.21916,-0.078886,0,-1
-0.95424,0,0.47589,0,1.1284,2,8,3,0,0,-0.14543,-0.21916,-0.078886,0,-1
1.6615,0,-1.5949,9,-0.8257,0,4,2,0,1,-0.14543,-0.21916,1.5791,0,-1
0.68993,4,-1.1588,10,1.5192,3,8,5,4,0,-0.14543,-0.21916,-0.078886,0,-1
-0.20689,0,0.44288,1,-0.044064,0,4,2,0,1,-0.14543,-0.21916,0.33561,0,1
-1.1037,0,1.2875,6,0.34675,0,7,2,0,1,-0.14543,-0.21916,0.33561,0,-1
0.092049,0,-1.0056,1,-0.044064,0,7,2,0,1,-0.14543,-0.21916,-0.32758,0,-1
-0.43109,2,-0.33508,3,-0.43488,0,3,2,0,1,-0.14543,-0.21916,0.75011,0,1
-0.13216,0,0.55289,1,-0.044064,0,7,2,0,1,-0.14543,4.4254,-0.078886,0,1
-0.35636,0,0.085183,10,1.5192,2,4,1,0,1,0.45821,-0.21916,-0.078886,0,-1
1.2878,2,1.249,1,-0.044064,0,4,2,0,1,1.8049,-0.21916,-0.078886,0,1
-0.13216,0,0.12747,0,1.1284,4,4,3,0,0,-0.14543,-0.21916,1.1646,0,-1
0.39099,0,0.89983,3,-0.43488,1,3,5,4,0,-0.14543,-0.21916,-0.078886,0,-1
1.1383,0,-1.2288,3,-0.43488,1,6,3,0,1,-0.14543,-0.21916,0.33561,0,-1
-1.1784,0,-1.2959,3,-0.43488,2,7,3,0,1,-0.14543,-0.21916,0.75011,0,-1
-1.2532,0,0.091366,3,-0.43488,2,2,3,0,0,-0.14543,-0.21916,0.33561,0,-1
-0.43109,0,0.064088,0,1.1284,0,4,2,0,1,-0.14543,4.6469,-0.078886,0,1
0.017314,0,-0.25007,0,1.1284,3,5,3,0,1,-0.14543,-0.21916,0.75011,0,1
0.61519,0,2.0966,1,-0.044064,1,8,3,4,0,-0.14543,-0.21916,-0.32758,0,-1
-0.95424,0,0.1877,3,-0.43488,2,5,5,4,0,-0.14543,-0.21916,1.1646,0,-1
-0.58056,0,-1.256,1,-0.044064,1,4,5,0,0,-0.14543,-0.21916,-0.078886,0,-1
0.39099,0,1.0375,1,-0.044064,2,10,3,0,1,-0.14543,-0.21916,0.33561,0,-1
0.24152,2,0.483,4,1.91,0,5,0,0,0,-0.14543,-0.21916,0.75011,0,1
-1.4774,0,1.5689,3,-0.43488,2,7,3,0,0,-0.14543,-0.21916,-0.078886,0,-1
-0.8795,0,-0.543,3,-0.43488,0,6,2,0,1,-0.14543,-0.21916,-0.078886,0,1
0.91413,4,-0.13971,1,-0.044064,0,12,2,0,1,-0.14543,-0.21916,-0.078886,0,1
-0.80477,2,-0.44665,0,1.1284,0,4,2,0,1,-0.14543,-0.21916,0.75011,0,-1
1.3625,0,-1.5424,0,1.1284,1,1,3,0,1,-0.14543,-0.21916,0.33561,0,-1
0.46572,4,-0.038142,0,1.1284,1,5,5,0,0,-0.14543,-0.21916,-0.078886,0,-1
0.8394,0,-0.13812,6,0.34675,0,5,2,0,1,-0.14543,-0.21916,-0.078886,0,1
-0.35636,2,-1.4654,0,1.1284,0,3,2,0,1,-0.14543,-0.21916,1.0817,0,-1
0.46572,0,2.0987,8,-2.389,0,1,2,4,1,-0.14543,-0.21916,-0.078886,0,-1
2.5583,4,-0.43724,3,-0.43488,0,4,2,0,1,-0.14543,-0.21916,-1.7369,0,-1
-0.35636,0,1.5862,0,1.1284,0,5,0,0,0,-0.14543,-0.21916,0.75011,0,1
-0.58056,0,0.44733,1,-0.044064,0,3,2,0,1,-0.14543,-0.21916,1.1646,0,1
-1.4774,0,-1.2902,2,-1.2165,2,3,3,0,1,-0.14543,-0.21916,-2.4001,0,-1
-1.029,0,-1.5198,1,-0.044064,2,2,1,0,0,-0.14543,-0.21916,0.75011,0,-1
-0.057421,3,0.224,6,0.34675,1,1,5,0,0,0.69798,-0.21916,-0.078886,0,-1
0.017314,0,-1.5827,0,1.1284,0,10,2,0,1,-0.14543,-0.21916,-0.078886,0,-1
-1.1784,0,-0.086345,0,1.1284,2,0,1,4,0,-0.14543,-0.21916,-0.74208,0,-1
0.76466,0,-1.4421,3,-0.43488,0,7,2,0,1,-0.14543,-0.21916,-0.078886,0,-1
-0.43109,3,-0.49048,3,-0.43488,2,2,3,0,1,-0.14543,-0.21916,-0.74208,0,-1
-1.3279,0,2.4416,14,-2.7798,2,7,4,0,1,-0.14543,-0.21916,-0.24468,20,-1
-0.58056,0,0.29635,6,0.34675,3,1,3,0,1,-0.14543,-0.21916,-0.078886,0,-1
-1.1784,0,-1.3953,0,1.1284,2,4,3,0,0,-0.14543,-0.21916,0.33561,0,-1
-0.35636,0,-0.25853,0,1.1284,0,8,2,1,1,-0.14543,-0.21916,-0.078886,15,-1
-1.029,0,-1.0597,3,-0.43488,2,7,3,1,0,-0.14543,-0.21916,-0.078886,15,-1
0.017314,0,0.88373,3,-0.43488,2,1,5,0,1,-0.14543,-0.21916,-0.078886,0,-1
0.98886,2,1.1518,3,-0.43488,0,3,2,0,1,-0.14543,-0.21916,-0.078886,0,1
1.8109,4,-1.1754,7,-1.9982,0,10,2,0,1,0.8526,-0.21916,-0.078886,0,1
0.16678,0,0.8298,1,-0.044064,0,1,2,0,1,-0.14543,-0.21916,-0.078886,0,-1
0.54046,0,1.1596,0,1.1284,0,5,2,0,1,1.8049,-0.21916,-0.24468,0,1
1.0636,4,-0.1884,3,-0.43488,0,4,2,0,1,-0.14543,-0.21916,-0.078886,0,-1
-1.5521,0,-0.87816,9,-0.8257,2,11,1,0,1,-0.14543,-0.21916,-0.078886,0,-1
-0.057421,0,0.45757,4,1.91,0,5,2,0,1,-0.14543,-0.21916,0.75011,0,-1
1.2131,0,-0.66151,10,1.5192,2,4,5,1,0,-0.14543,-0.21916,0.75011,34,-1
-0.35636,0,0.44733,3,-0.43488,0,0,2,0,1,-0.14543,-0.21916,-0.078886,0,1
3.0814,1,0.10866,3,-0.43488,0,2,2,0,1,-0.14543,-0.21916,-0.90788,0,-1
-0.35636,0,-0.40147,6,0.34675,1,0,5,0,0,-0.14543,-0.21916,1.5791,0,-1
0.98886,0,-0.35263,1,-0.044064,0,0,2,0,1,0.50534,-0.21916,-0.078886,0,-1
0.24152,0,0.36313,3,-0.43488,2,2,5,4,0,-0.14543,-0.21916,-1.0737,28,-1
-0.95424,0,1.638,1,-0.044064,2,3,3,0,0,-0.14543,-0.21916,-0.078886,0,-1
-0.58056,0,-0.816,3,-0.43488,0,10,2,0,1,-0.14543,-0.21916,-0.078886,0,-1
-1.029,4,0.86915,3,-0.43488,2,2,1,0,0,-0.14543,-0.21916,-0.49338,0,-1
1.2131,1,-0.79891,3,-0.43488,0,1,2,0,1,-0.14543,4.8438,1.5791,0,-1
-1.4774,0,0.38393,1,-0.044064,2,2,1,0,0,-0.14543,-0.21916,-2.4001,0,-1
1.7362,1,-0.11479,1,-0.044064,0,10,2,0,1,-0.14543,-0.21916,-0.74208,0,-1
-1.2532,3,-0.80645,1,-0.044064,2,8,1,0,0,-0.14543,-0.21916,-1.7369,0,-1
-0.28162,0,-0.43773,3,-0.43488,0,6,2,0,1,-0.14543,-0.21916,-0.078886,0,-1
-0.80477,0,-0.78045,3,-0.43488,0,3,1,0,0,-0.14543,-0.21916,-0.078886,0,-1
0.61519,0,0.22087,3,-0.43488,0,10,2,0,1,-0.14543,-0.21916,2.4081,0,1
0.39099,5,-0.48272,3,-0.43488,0,7,2,0,1,-0.14543,-0.21916,-0.078886,0,-1
-1.3279,0,-0.8488,1,-0.044064,2,3,1,0,1,-0.14543,-0.21916,-2.1514,0,-1
-0.28162,0,0.13351,6,0.34675,2,1,3,0,1,-0.14543,-0.21916,0.75011,0,-1
-1.1037,0,1.1773,0,1.1284,0,5,2,0,1,-0.14543,-0.21916,-0.078886,0,1
-0.80477,0,0.040256,0,1.1284,2,0,1,0,1,-0.14543,-0.21916,0.75011,0,-1
-1.3279,0,0.58062,1,-0.044064,2,7,4,0,1,-0.14543,-0.21916,-0.49338,0,-1
1.7362,3,-1.2497,1,-0.044064,1,0,3,4,1,0.45821,-0.21916,-0.078886,0,-1
0.017314,0,0.87252,3,-0.43488,2,2,3,4,0,-0.14543,-0.21916,-0.078886,0,-1
-0.6553,5,0.67382,3,-0.43488,2,2,3,0,1,-0.14543,-0.21916,-0.078886,0,-1
2.4836,1,0.51274,4,1.91,2,5,3,0,1,-0.14543,3.2981,-1.7369,0,-1
0.8394,0,-0.75443,1,-0.044064,0,4,0,0,0,-0.14543,-0.21916,0.75011,0,-1
-0.80477,4,-0.51817,10,1.5192,2,5,3,0,1,-0.14543,-0.21916,-0.078886,0,-1
-0.73003,0,-0.84575,1,-0.044064,2,5,3,0,0,-0.14543,-0.21916,-0.078886,0,-1
-0.95424,0,-0.54384,0,1.1284,2,8,1,0,0,-0.14543,-0.21916,-0.078886,0,-1
-0.8795,0,-0.6935,10,1.5192,2,4,3,0,0,-0.14543,-0.21916,-0.078886,0,-1
-0.73003,0,0.62298,1,-0.044064,0,6,2,0,1,0.25739,-0.21916,-0.078886,0,1
-0.73003,0,1.4466,12,-1.6073,0,1,2,0,1,-0.14543,-0.21916,-1.3224,0,-1
-0.58056,0,-0.1944,2,-1.2165,0,3,0,0,0,-0.14543,-0.21916,-1.7369,0,-1
-1.029,0,-0.11736,3,-0.43488,0,4,2,0,1,-0.14543,-0.21916,2.8226,0,-1
1.4373,0,-1.1768,12,-1.6073,0,10,2,0,1,-0.14543,-0.21916,-0.078886,0,1
1.8857,0,-0.66915,1,-0.044064,0,4,0,0,0,-0.14543,-0.21916,-0.078886,0,1
0.54046,5,-0.38138,10,1.5192,2,4,3,0,1,-0.14543,-0.21916,-0.24468,0,-1
-1.4774,0,-0.78998,3,-0.43488,2,2,1,2,0,-0.14543,-0.21916,-0.49338,0,-1
0.24152,0,0.34817,3,-0.43488,1,2,3,4,1,-0.14543,-0.21916,0.9159,0,-1
-1.5521,0,0.29482,2,-1.2165,2,6,1,0,1,-0.14543,-0.21916,-1.4053,0,-1
1.4373,2,0.13639,0,1.1284,0,1,2,0,1,1.8049,-0.21916,0.75011,0,1
-1.4026,0,1.4939,1,-0.044064,2,12,3,4,1,-0.14543,-0.21916,1.5791,0,-1
-0.28162,3,2.1239,3,-0.43488,0,1,2,0,1,-0.14543,-0.21916,-0.078886,0,1
-0.50583,0,-0.14596,3,-0.43488,0,6,2,0,1,-0.14543,-0.21916,-0.24468,0,1
-1.1784,0,-0.41376,3,-0.43488,2,6,3,0,0,-0.14543,-0.21916,-1.3224,0,-1
-0.58056,0,0.49406,1,-0.044064,1,0,5,0,0,-0.14543,-0.21916,-0.078886,0,-1
-0.43109,0,0.71535,0,1.1284,0,3,2,4,1,-0.14543,-0.21916,1.1646,0,-1
0.16678,0,-0.17405,1,-0.044064,2,7,3,0,0,-0.14543,-0.21916,0.58431,0,-1
